R (m),Z (m),Psi (normalized to 1 at LCFS),Ne (m^-3),Te (eV),Bz (T)
0,-0.12073,0,3.00E+19,609.98,0.45165
0,-0.11923,0,3.00E+19,609.98,0.45106
0,-0.11773,0,3.00E+19,609.98,0.45048
0,-0.11623,0,3.00E+19,609.98,0.44989
0,-0.11473,0,3.00E+19,609.98,0.44916
0,-0.11323,0,3.00E+19,609.98,0.4484
0,-0.11173,0,3.00E+19,609.98,0.44764
0,-0.11023,0,3.00E+19,609.98,0.44688
0,-0.10873,0,3.00E+19,609.98,0.44612
0,-0.10723,0,3.00E+19,609.98,0.44545
0,-0.10573,0,3.00E+19,609.98,0.44479
0,-0.10423,0,3.00E+19,609.98,0.44413
0,-0.10273,0,3.00E+19,609.98,0.44347
0,-0.10123,0,3.00E+19,609.98,0.44281
0,-0.099733,0,3.00E+19,609.98,0.44219
0,-0.098233,0,3.00E+19,609.98,0.44157
0,-0.096733,0,3.00E+19,609.98,0.44096
0,-0.095233,0,3.00E+19,609.98,0.44034
0,-0.093733,0,3.00E+19,609.98,0.43968
0,-0.092233,0,3.00E+19,609.98,0.43896
0,-0.090733,0,3.00E+19,609.98,0.43823
0,-0.089233,0,3.00E+19,609.98,0.43751
0,-0.087733,0,3.00E+19,609.98,0.43679
0,-0.086233,0,3.00E+19,609.98,0.43606
0,-0.084733,0,3.00E+19,609.98,0.43534
0,-0.083233,0,3.00E+19,609.99,0.43462
0,-0.081733,0,3.00E+19,609.99,0.4339
0,-0.080233,0,3.00E+19,609.99,0.43317
0,-0.078733,0,3.00E+19,609.99,0.43257
0,-0.077233,0,3.00E+19,609.99,0.43202
0,-0.075733,0,3.00E+19,609.99,0.43147
0,-0.074233,0,3.00E+19,609.99,0.43092
0,-0.072733,0,3.00E+19,609.99,0.43037
0,-0.071233,0,3.00E+19,609.99,0.42984
0,-0.069733,0,3.00E+19,609.99,0.42931
0,-0.068233,0,3.00E+19,609.99,0.42878
0,-0.066733,0,3.00E+19,609.99,0.42825
0,-0.065233,0,3.00E+19,609.99,0.42772
0,-0.063733,0,3.00E+19,609.99,0.4272
0,-0.062233,0,3.00E+19,609.99,0.42667
0,-0.060733,0,3.00E+19,609.99,0.42614
0,-0.059233,0,3.00E+19,609.99,0.42562
0,-0.057733,0,3.00E+19,609.99,0.42512
0,-0.056233,0,3.00E+19,609.99,0.42475
0,-0.054733,0,3.00E+19,609.99,0.42439
0,-0.053233,0,3.00E+19,609.99,0.42402
0,-0.051733,0,3.00E+19,609.99,0.42365
0,-0.050233,0,3.00E+19,609.99,0.42337
0,-0.048733,0,3.00E+19,609.99,0.42323
0,-0.047233,0,3.00E+19,609.99,0.4231
0,-0.045733,0,3.00E+19,609.99,0.42296
0,-0.044233,0,3.00E+19,609.99,0.42283
0,-0.042733,0,3.00E+19,609.99,0.42266
0,-0.041233,0,3.00E+19,609.99,0.42246
0,-0.039733,0,3.00E+19,609.99,0.42227
0,-0.038233,0,3.00E+19,609.99,0.42207
0,-0.036733,0,3.00E+19,609.99,0.42187
0,-0.035233,0,3.00E+19,609.99,0.42161
0,-0.033733,0,3.00E+19,609.99,0.42131
0,-0.032233,0,3.00E+19,609.99,0.42101
0,-0.030733,0,3.00E+19,609.99,0.42072
0,-0.029233,0,3.00E+19,609.99,0.42042
0,-0.027733,0,3.00E+19,609.99,0.42007
0,-0.026233,0,3.00E+19,609.99,0.41972
0,-0.024733,0,3.00E+19,609.99,0.41937
0,-0.023233,0,3.00E+19,609.99,0.41902
0,-0.021733,0,3.00E+19,609.99,0.41867
0,-0.020233,0,3.00E+19,609.99,0.41834
0,-0.018733,0,3.00E+19,609.99,0.41801
0,-0.017233,0,3.00E+19,609.99,0.41768
0,-0.015733,0,3.00E+19,609.99,0.41735
0,-0.014233,0,3.00E+19,609.99,0.41708
0,-0.012733,0,3.00E+19,609.99,0.41709
0,-0.011233,0,3.00E+19,609.99,0.4171
0,-0.0097334,0,3.00E+19,609.99,0.41711
0,-0.0082334,0,3.00E+19,609.99,0.41712
0,-0.0067334,0,3.00E+19,609.99,0.41716
0,-0.0052334,0,3.00E+19,609.99,0.41725
0,-0.0037334,0,3.00E+19,609.99,0.41734
0,-0.0022334,0,3.00E+19,609.99,0.41743
0,-0.00073342,0,3.00E+19,609.99,0.41752
0,0.00076658,0,3.00E+19,609.99,0.41751
0,0.0022666,0,3.00E+19,609.99,0.41743
0,0.0037666,0,3.00E+19,609.99,0.41734
0,0.0052666,0,3.00E+19,609.99,0.41725
0,0.0067666,0,3.00E+19,609.99,0.41716
0,0.0082666,0,3.00E+19,609.99,0.41712
0,0.0097666,0,3.00E+19,609.99,0.41711
0,0.011267,0,3.00E+19,609.99,0.4171
0,0.012767,0,3.00E+19,609.99,0.41709
0,0.014267,0,3.00E+19,609.99,0.41708
0,0.015767,0,3.00E+19,609.99,0.41736
0,0.017267,0,3.00E+19,609.99,0.41769
0,0.018767,0,3.00E+19,609.99,0.41802
0,0.020267,0,3.00E+19,609.99,0.41835
0,0.021767,0,3.00E+19,609.99,0.41868
0,0.023267,0,3.00E+19,609.99,0.41903
0,0.024767,0,3.00E+19,609.99,0.41938
0,0.026267,0,3.00E+19,609.99,0.41973
0,0.027767,0,3.00E+19,609.99,0.42008
0,0.029267,0,3.00E+19,609.99,0.42042
0,0.030767,0,3.00E+19,609.99,0.42072
0,0.032267,0,3.00E+19,609.99,0.42102
0,0.033767,0,3.00E+19,609.99,0.42131
0,0.035267,0,3.00E+19,609.99,0.42161
0,0.036767,0,3.00E+19,609.99,0.42187
0,0.038267,0,3.00E+19,609.99,0.42207
0,0.039767,0,3.00E+19,609.99,0.42227
0,0.041267,0,3.00E+19,609.99,0.42247
0,0.042767,0,3.00E+19,609.99,0.42266
0,0.044267,0,3.00E+19,609.99,0.42283
0,0.045767,0,3.00E+19,609.99,0.42296
0,0.047267,0,3.00E+19,609.99,0.4231
0,0.048767,0,3.00E+19,609.99,0.42323
0,0.050267,0,3.00E+19,609.99,0.42337
0,0.051767,0,3.00E+19,609.99,0.42366
0,0.053267,0,3.00E+19,609.99,0.42403
0,0.054767,0,3.00E+19,609.99,0.42439
0,0.056267,0,3.00E+19,609.99,0.42476
0,0.057767,0,3.00E+19,609.99,0.42513
0,0.059267,0,3.00E+19,609.99,0.42563
0,0.060767,0,3.00E+19,609.99,0.42616
0,0.062267,0,3.00E+19,609.99,0.42668
0,0.063767,0,3.00E+19,609.99,0.42721
0,0.065267,0,3.00E+19,609.99,0.42773
0,0.066767,0,3.00E+19,609.99,0.42826
0,0.068267,0,3.00E+19,609.99,0.42879
0,0.069767,0,3.00E+19,609.99,0.42932
0,0.071267,0,3.00E+19,609.99,0.42985
0,0.072767,0,3.00E+19,609.99,0.43039
0,0.074267,0,3.00E+19,609.99,0.43093
0,0.075767,0,3.00E+19,609.99,0.43148
0,0.077267,0,3.00E+19,609.99,0.43203
0,0.078767,0,3.00E+19,609.99,0.43258
0,0.080267,0,3.00E+19,609.99,0.43319
0,0.081767,0,3.00E+19,609.99,0.43391
0,0.083267,0,3.00E+19,609.99,0.43463
0,0.084767,0,3.00E+19,609.98,0.43536
0,0.086267,0,3.00E+19,609.98,0.43608
0,0.087767,0,3.00E+19,609.98,0.4368
0,0.089267,0,3.00E+19,609.98,0.43753
0,0.090767,0,3.00E+19,609.98,0.43825
0,0.092267,0,3.00E+19,609.98,0.43898
0,0.093767,0,3.00E+19,609.98,0.4397
0,0.095267,0,3.00E+19,609.98,0.44035
0,0.096767,0,3.00E+19,609.98,0.44097
0,0.098267,0,3.00E+19,609.98,0.44159
0,0.099767,0,3.00E+19,609.98,0.44221
0,0.10127,0,3.00E+19,609.98,0.44283
0,0.10277,0,3.00E+19,609.98,0.44348
0,0.10427,0,3.00E+19,609.98,0.44414
0,0.10577,0,3.00E+19,609.98,0.44481
0,0.10727,0,3.00E+19,609.98,0.44547
0,0.10877,0,3.00E+19,609.98,0.44613
0,0.11027,0,3.00E+19,609.98,0.4469
0,0.11177,0,3.00E+19,609.98,0.44766
0,0.11327,0,3.00E+19,609.98,0.44842
0,0.11477,0,3.00E+19,609.98,0.44918
0,0.11627,0,3.00E+19,609.98,0.44992
0,0.11777,0,3.00E+19,609.98,0.45056
0,0.11927,0,3.00E+19,609.98,0.45121
0,0.12077,0,3.00E+19,609.98,0.45186
0,0.12227,0,3.00E+19,609.98,0.4525
0,0.12377,0,3.00E+19,609.98,0.4531
0,0.12527,0,3.00E+19,609.98,0.45362
0,0.12677,0,3.00E+19,609.98,0.45413
0,0.12827,0,3.00E+19,609.98,0.45465
0,0.12977,0,3.00E+19,609.98,0.45516
0,0.13127,0,3.00E+19,609.98,0.45575
0,0.13277,0,3.00E+19,609.98,0.4564
0,0.13427,0,3.00E+19,609.98,0.45704
0,0.13577,0,3.00E+19,609.98,0.45769
0,0.13727,0,3.00E+19,609.98,0.45834
0,0.13877,0,3.00E+19,609.98,0.45914
0,0.14027,0,3.00E+19,609.98,0.46
0,0.14177,0,3.00E+19,609.98,0.46086
0,0.14327,0,3.00E+19,609.98,0.46173
0,0.14477,0,3.00E+19,609.98,0.46259
0,0.14627,0,3.00E+19,609.98,0.46411
0,0.14777,0,3.00E+19,609.98,0.46573
0,0.14927,0,3.00E+19,609.98,0.46736
0,0.15077,0,3.00E+19,609.98,0.46898
0,0.15227,0,3.00E+19,609.98,0.47061
0,0.15377,0,3.00E+19,609.98,0.47248
0,0.15527,0,3.00E+19,609.98,0.47435
0,0.15677,0,3.00E+19,609.98,0.47622
0,0.15827,0,3.00E+19,609.98,0.47809
0,0.15977,0,3.00E+19,609.98,0.47986
0,0.16127,0,3.00E+19,609.98,0.48124
0,0.16277,0,3.00E+19,609.98,0.48262
0,0.16427,0,3.00E+19,609.98,0.48399
0,0.16577,0,3.00E+19,609.98,0.48537
0,0.16727,0,3.00E+19,609.98,0.48671
0,0.16877,0,3.00E+19,609.98,0.48799
0,0.17027,0,3.00E+19,609.98,0.48928
0,0.17177,0,3.00E+19,609.98,0.49056
0,0.17327,0,3.00E+19,609.98,0.49184
0,0.17477,0,3.00E+19,609.98,0.49316
0,0.17627,0,3.00E+19,609.98,0.49451
0,0.17777,0,3.00E+19,609.98,0.49586
0,0.17927,0,3.00E+19,609.98,0.49721
0,0.18077,0,3.00E+19,609.98,0.49856
0,0.18227,0,3.00E+19,609.98,0.49984
0,0.18377,0,3.00E+19,609.98,0.5011
0,0.18527,0,3.00E+19,609.98,0.50236
0,0.18677,0,3.00E+19,609.98,0.50362
0,0.18827,0,3.00E+19,609.98,0.50488
0,0.18977,0,3.00E+19,609.98,0.50596
0,0.19127,0,3.00E+19,609.98,0.50703
0,0.19277,0,3.00E+19,609.98,0.50809
0,0.19427,0,3.00E+19,609.98,0.50916
0,0.19577,0,3.00E+19,609.98,0.51024
0,0.19727,0,3.00E+19,609.98,0.51156
0,0.19877,0,3.00E+19,609.98,0.51288
0,0.20027,0,3.00E+19,609.98,0.5142
0,0.20177,0,3.00E+19,609.98,0.51552
0,0.20327,0,3.00E+19,609.98,0.51692
0,0.20477,0,3.00E+19,609.98,0.51862
0,0.20627,0,3.00E+19,609.98,0.52033
0,0.20777,0,3.00E+19,609.98,0.52203
0,0.20927,0,3.00E+19,609.98,0.52373
0,0.21077,0,3.00E+19,609.98,0.52545
0,0.21227,0,3.00E+19,609.98,0.52718
0,0.21377,0,3.00E+19,609.98,0.52892
0,0.21527,0,3.00E+19,609.98,0.53065
0,0.21677,0,3.00E+19,609.98,0.53239
0,0.21827,0,3.00E+19,609.98,0.53415
0,0.21977,0,3.00E+19,609.98,0.53592
0,0.22127,0,3.00E+19,609.98,0.53769
0,0.22277,0,3.00E+19,609.98,0.53947
0,0.22427,0,3.00E+19,609.98,0.54124
0,0.22577,0,3.00E+19,609.98,0.54328
0,0.22727,0,3.00E+19,609.98,0.54542
0,0.22877,0,3.00E+19,609.98,0.54757
0,0.23027,0,3.00E+19,609.98,0.54971
0,0.23177,0,3.00E+19,609.98,0.55186
0,0.23327,0,3.00E+19,609.98,0.55413
0,0.23477,0,3.00E+19,609.98,0.55642
0,0.23627,0,3.00E+19,609.98,0.55871
0,0.23777,0,3.00E+19,609.98,0.561
0,0.23927,0,3.00E+19,609.98,0.56328
0,0.24077,0,3.00E+19,609.98,0.56539
0,0.24227,0,3.00E+19,609.98,0.56749
0,0.24377,0,3.00E+19,609.98,0.5696
0,0.24527,0,3.00E+19,609.98,0.57171
0,0.24677,0,3.00E+19,609.98,0.5738
0,0.24827,0,3.00E+19,609.98,0.57584
0,0.24977,0,3.00E+19,609.98,0.57788
0,0.25127,0,3.00E+19,609.98,0.57992
0,0.25277,0,3.00E+19,609.98,0.58197
0,0.25427,0,3.00E+19,609.98,0.58399
0,0.25577,0,3.00E+19,609.98,0.58599
0,0.25727,0,3.00E+19,609.98,0.58798
0,0.25877,0,3.00E+19,609.98,0.58998
0,0.26027,0,3.00E+19,609.98,0.59198
0,0.26177,0,3.00E+19,609.98,0.59406
0,0.26327,0,3.00E+19,609.98,0.59621
0,0.26477,0,3.00E+19,609.98,0.59836
0,0.26627,0,3.00E+19,609.98,0.60051
0,0.26777,0,3.00E+19,609.98,0.60266
0,0.26927,0,3.00E+19,609.98,0.60511
0,0.27077,0,3.00E+19,609.98,0.60767
0,0.27227,0,3.00E+19,609.98,0.61024
0,0.27377,0,3.00E+19,609.98,0.6128
0,0.27527,0,3.00E+19,609.98,0.61536
0,0.27677,0,3.00E+19,609.98,0.61797
0,0.27827,0,3.00E+19,609.98,0.62058
0,0.27977,0,3.00E+19,609.98,0.6232
0,0.28127,0,3.00E+19,609.98,0.62581
0,0.28277,0,3.00E+19,609.98,0.62843
0,0.28427,0,3.00E+19,609.98,0.63106
0,0.28577,0,3.00E+19,609.98,0.63369
0,0.28727,0,3.00E+19,609.98,0.63632
0,0.28877,0,3.00E+19,609.98,0.63895
0,0.29027,0,3.00E+19,609.98,0.64161
0,0.29177,0,3.00E+19,609.98,0.64437
0,0.29327,0,3.00E+19,609.98,0.64713
0,0.29477,0,3.00E+19,609.98,0.64989
0,0.29627,0,3.00E+19,609.98,0.65265
0,0.29777,0,3.00E+19,609.98,0.65547
0,0.29927,0,3.00E+19,609.98,0.65837
0,0.30077,0,3.00E+19,609.98,0.66128
0,0.30227,0,3.00E+19,609.98,0.66419
0,0.30377,0,3.00E+19,609.98,0.66709
0,0.30527,0,3.00E+19,609.98,0.67014
0,0.30677,0,3.00E+19,609.98,0.6733
0,0.30827,0,3.00E+19,609.98,0.67646
0,0.30977,0,3.00E+19,609.98,0.67961
0,0.31127,0,3.00E+19,609.98,0.68277
0,0.31277,0,3.00E+19,609.98,0.68606
0,0.31427,0,3.00E+19,609.98,0.68938
0,0.31577,0,3.00E+19,609.98,0.69271
0,0.31727,0,3.00E+19,609.98,0.69604
0,0.31877,0,3.00E+19,609.98,0.69937
0,0.32027,0,3.00E+19,609.98,0.70298
0,0.32177,0,3.00E+19,609.98,0.70662
0,0.32327,0,3.00E+19,609.98,0.71026
0,0.32477,0,3.00E+19,609.98,0.7139
0,0.32627,0,3.00E+19,609.98,0.71754
0,0.32777,0,3.00E+19,609.98,0.72123
0,0.32927,0,3.00E+19,609.98,0.72491
0,0.33077,0,3.00E+19,609.97,0.7286
0,0.33227,0,3.00E+19,609.97,0.73228
0,0.33377,0,3.00E+19,609.97,0.73589
0,0.33527,0,3.00E+19,609.97,0.73927
0,0.33677,0,3.00E+19,609.97,0.74264
0,0.33827,0,3.00E+19,609.97,0.74602
0,0.33977,0,3.00E+19,609.97,0.74939
0,0.34127,0,3.00E+19,609.97,0.75282
0,0.34277,0,3.00E+19,609.97,0.75631
0,0.34427,0,3.00E+19,609.97,0.7598
0,0.34577,0,3.00E+19,609.97,0.76329
0,0.34727,0,3.00E+19,609.97,0.76679
0,0.34877,0,3.00E+19,609.97,0.77055
0,0.35027,0,3.00E+19,609.97,0.77452
0,0.35177,0,3.00E+19,609.97,0.77849
0,0.35327,0,3.00E+19,609.97,0.78246
0,0.35477,0,3.00E+19,609.97,0.78644
0,0.35627,0,3.00E+19,609.97,0.79039
0,0.35777,0,3.00E+19,609.97,0.79435
0,0.35927,0,3.00E+19,609.97,0.79831
0,0.36077,0,3.00E+19,609.97,0.80226
0,0.36227,0,3.00E+19,609.97,0.80622
0,0.36377,0,3.00E+19,609.97,0.8101
0,0.36527,0,3.00E+19,609.97,0.81398
0,0.36677,0,3.00E+19,609.97,0.81785
0,0.36827,0,3.00E+19,609.97,0.82173
0,0.36977,0,3.00E+19,609.97,0.82564
0,0.37127,0,3.00E+19,609.97,0.82989
0,0.37277,0,3.00E+19,609.97,0.83413
0,0.37427,0,3.00E+19,609.97,0.83838
0,0.37577,0,3.00E+19,609.97,0.84263
0,0.37727,0,3.00E+19,609.97,0.84699
0,0.37877,0,3.00E+19,609.97,0.85168
0,0.38027,0,3.00E+19,609.97,0.85637
0,0.38177,0,3.00E+19,609.97,0.86106
0,0.38327,0,3.00E+19,609.97,0.86575
0,0.38477,0,3.00E+19,609.97,0.87058
0,0.38627,0,3.00E+19,609.97,0.87562
0,0.38777,0,3.00E+19,609.97,0.88065
0,0.38927,0,3.00E+19,609.97,0.88568
0,0.39077,0,3.00E+19,609.97,0.89072
0,0.39227,0,3.00E+19,609.97,0.89584
0,0.39377,0,3.00E+19,609.97,0.90104
0,0.39527,0,3.00E+19,609.97,0.90623
0,0.39677,0,3.00E+19,609.97,0.91142
0,0.39827,0,3.00E+19,609.97,0.91662
0,0.39977,0,3.00E+19,609.97,0.92168
0,0.40127,0,3.00E+19,609.97,0.9267
0,0.40277,0,3.00E+19,609.97,0.93172
0,0.40427,0,3.00E+19,609.97,0.93674
0,0.40577,0,3.00E+19,609.97,0.94176
0,0.40727,0,3.00E+19,609.97,0.94679
0,0.40877,0,3.00E+19,609.97,0.95182
0,0.41027,0,3.00E+19,609.97,0.95684
0,0.41177,0,3.00E+19,609.97,0.96187
0,0.41327,0,3.00E+19,609.97,0.96695
0,0.41477,0,3.00E+19,609.97,0.97259
0,0.41627,0,3.00E+19,609.97,0.97822
0,0.41777,0,3.00E+19,609.97,0.98386
0,0.41927,0,3.00E+19,609.97,0.9895
0,0.42077,0,3.00E+19,609.97,0.99519
0,0.42227,0,3.00E+19,609.97,1.001
0,0.42377,0,3.00E+19,609.97,1.0069
0,0.42527,0,3.00E+19,609.96,1.0128
0,0.42677,0,3.00E+19,609.96,1.0186
0,0.42827,0,3.00E+19,609.96,1.0247
0,0.42977,0,3.00E+19,609.96,1.031
0,0.43127,0,3.00E+19,609.96,1.0373
0,0.43277,0,3.00E+19,609.96,1.0437
0,0.43427,0,3.00E+19,609.96,1.05
0,0.43577,0,3.00E+19,609.96,1.0564
0,0.43727,0,3.00E+19,609.96,1.0629
0,0.43877,0,3.00E+19,609.96,1.0694
0,0.44027,0,3.00E+19,609.96,1.0759
0,0.44177,0,3.00E+19,609.96,1.0824
0,0.44327,0,3.00E+19,609.96,1.089
0,0.44477,0,3.00E+19,609.96,1.0957
0,0.44627,0,3.00E+19,609.96,1.1024
0,0.44777,0,3.00E+19,609.96,1.1091
0,0.44927,0,3.00E+19,609.96,1.1157
0,0.45077,0,3.00E+19,609.96,1.1227
0,0.45227,0,3.00E+19,609.96,1.1296
0,0.45377,0,3.00E+19,609.96,1.1365
0,0.45527,0,3.00E+19,609.96,1.1434
0,0.45677,0,3.00E+19,609.96,1.1504
0,0.45827,0,3.00E+19,609.96,1.1577
0,0.45977,0,3.00E+19,609.96,1.165
0,0.46127,0,3.00E+19,609.96,1.1723
0,0.46277,0,3.00E+19,609.96,1.1795
0,0.46427,0,3.00E+19,609.96,1.1869
0,0.46577,0,3.00E+19,609.96,1.1946
0,0.46727,0,3.00E+19,609.96,1.2022
0,0.46877,0,3.00E+19,609.96,1.2099
0,0.47027,0,3.00E+19,609.96,1.2175
0,0.47177,0,3.00E+19,609.96,1.2253
0,0.47327,0,3.00E+19,609.96,1.2332
0,0.47477,0,3.00E+19,609.96,1.2411
0,0.47627,0,3.00E+19,609.96,1.249
0,0.47777,0,3.00E+19,609.96,1.257
0,0.47927,0,3.00E+19,609.96,1.2652
0,0.48077,0,3.00E+19,609.96,1.2735
0,0.48227,0,3.00E+19,609.96,1.2819
0,0.48377,0,3.00E+19,609.96,1.2903
0,0.48527,0,3.00E+19,609.96,1.2987
0,0.48677,0,3.00E+19,609.96,1.3073
0,0.48827,0,3.00E+19,609.96,1.316
0,0.48977,0,3.00E+19,609.95,1.3246
0,0.49127,0,3.00E+19,609.95,1.3333
0,0.49277,0,3.00E+19,609.95,1.342
0,0.49427,0,3.00E+19,609.95,1.3514
0,0.49577,0,3.00E+19,609.95,1.3609
0,0.49727,0,3.00E+19,609.95,1.3703
0,0.49877,0,3.00E+19,609.95,1.3798
0,0.50027,0,3.00E+19,609.95,1.3893
0,0.50177,0,3.00E+19,609.95,1.3989
0,0.50327,0,3.00E+19,609.95,1.4086
0,0.50477,0,3.00E+19,609.95,1.4182
0,0.50627,0,3.00E+19,609.95,1.4278
0,0.50777,0,3.00E+19,609.95,1.4375
0,0.50927,0,3.00E+19,609.95,1.4472
0,0.51077,0,3.00E+19,609.95,1.4569
0,0.51227,0,3.00E+19,609.95,1.4666
0,0.51377,0,3.00E+19,609.95,1.4763
0,0.51527,0,3.00E+19,609.95,1.4862
0,0.51677,0,3.00E+19,609.95,1.4963
0,0.51827,0,3.00E+19,609.95,1.5064
0,0.51977,0,3.00E+19,609.95,1.5165
0,0.52127,0,3.00E+19,609.95,1.5266
0,0.52277,0,3.00E+19,609.95,1.5372
0,0.52427,0,3.00E+19,609.95,1.5481
0,0.52577,0,3.00E+19,609.95,1.559
0,0.52727,0,3.00E+19,609.95,1.5699
0,0.52877,0,3.00E+19,609.95,1.5809
0,0.53027,0,3.00E+19,609.95,1.592
0,0.53177,0,3.00E+19,609.95,1.6031
0,0.53327,0,3.00E+19,609.94,1.6142
0,0.53477,0,3.00E+19,609.94,1.6253
0,0.53627,0,3.00E+19,609.94,1.6365
0,0.53777,0,3.00E+19,609.94,1.6479
0,0.53927,0,3.00E+19,609.94,1.6593
0,0.54077,0,3.00E+19,609.94,1.6708
0,0.54227,0,3.00E+19,609.94,1.6822
0,0.54377,0,3.00E+19,609.94,1.6938
0,0.54527,0,3.00E+19,609.94,1.7064
0,0.54677,0,3.00E+19,609.94,1.719
0,0.54827,0,3.00E+19,609.94,1.7316
0,0.54977,0,3.00E+19,609.94,1.7442
0,0.55127,0,3.00E+19,609.94,1.757
0,0.55277,0,3.00E+19,609.94,1.7706
0,0.55427,0,3.00E+19,609.94,1.7841
0,0.55577,0,3.00E+19,609.94,1.7976
0,0.55727,0,3.00E+19,609.94,1.8112
0,0.55877,0,3.00E+19,609.94,1.8247
0,0.56027,0,3.00E+19,609.94,1.8384
0,0.56177,0,3.00E+19,609.94,1.852
0,0.56327,0,3.00E+19,609.94,1.8656
0,0.56477,0,3.00E+19,609.94,1.8792
0,0.56627,0,3.00E+19,609.94,1.8929
0,0.56777,0,3.00E+19,609.94,1.9067
0,0.56927,0,3.00E+19,609.93,1.9205
0,0.57077,0,3.00E+19,609.93,1.9342
0,0.57227,0,3.00E+19,609.93,1.948
0,0.57377,0,3.00E+19,609.93,1.9627
0,0.57527,0,3.00E+19,609.93,1.9777
0,0.57677,0,3.00E+19,609.93,1.9926
0,0.57827,0,3.00E+19,609.93,2.0075
0,0.57977,0,3.00E+19,609.93,2.0225
0,0.58127,0,3.00E+19,609.93,2.0379
0,0.58277,0,3.00E+19,609.93,2.0533
0,0.58427,0,3.00E+19,609.93,2.0687
0,0.58577,0,3.00E+19,609.93,2.0841
0,0.58727,0,3.00E+19,609.93,2.0997
0,0.58877,0,3.00E+19,609.93,2.1162
0,0.59027,0,3.00E+19,609.93,2.1327
0,0.59177,0,3.00E+19,609.93,2.1492
0,0.59327,0,3.00E+19,609.93,2.1658
0,0.59477,0,3.00E+19,609.93,2.1825
0,0.59627,0,3.00E+19,609.93,2.1995
0,0.59777,0,3.00E+19,609.93,2.2166
0,0.59927,0,3.00E+19,609.92,2.2336
0,0.60077,0,3.00E+19,609.92,2.2507
0,0.60227,0,3.00E+19,609.92,2.2682
0,0.60377,0,3.00E+19,609.92,2.2863
0,0.60527,0,3.00E+19,609.92,2.3044
0,0.60677,0,3.00E+19,609.92,2.3225
0,0.60827,0,3.00E+19,609.92,2.3406
0,0.60977,0,3.00E+19,609.92,2.3592
0,0.61127,0,3.00E+19,609.92,2.3781
0,0.61277,0,3.00E+19,609.92,2.3969
0,0.61427,0,3.00E+19,609.92,2.4158
0,0.61577,0,3.00E+19,609.92,2.4347
0,0.61727,0,3.00E+19,609.92,2.4543
0,0.61877,0,3.00E+19,609.92,2.4742
0,0.62027,0,3.00E+19,609.91,2.494
0,0.62177,0,3.00E+19,609.91,2.5139
0,0.62327,0,3.00E+19,609.91,2.5337
0,0.62477,0,3.00E+19,609.91,2.5543
0,0.62627,0,3.00E+19,609.91,2.575
0,0.62777,0,3.00E+19,609.91,2.5956
0,0.62927,0,3.00E+19,609.91,2.6163
0,0.63077,0,3.00E+19,609.91,2.637
0,0.63227,0,3.00E+19,609.91,2.6585
0,0.63377,0,3.00E+19,609.91,2.6801
0,0.63527,0,3.00E+19,609.91,2.7016
0,0.63677,0,3.00E+19,609.91,2.7231
0,0.63827,0,3.00E+19,609.91,2.7451
0,0.63977,0,3.00E+19,609.91,2.7683
0,0.64127,0,3.00E+19,609.91,2.7915
0,0.64277,0,3.00E+19,609.9,2.8147
0,0.64427,0,3.00E+19,609.9,2.8378
0,0.64577,0,3.00E+19,609.9,2.8615
0,0.64727,0,3.00E+19,609.9,2.8856
0,0.64877,0,3.00E+19,609.9,2.9098
0,0.65027,0,3.00E+19,609.9,2.934
0,0.65177,0,3.00E+19,609.9,2.9581
0,0.65327,0,3.00E+19,609.9,2.9833
0,0.65477,0,3.00E+19,609.9,3.0089
0,0.65627,0,3.00E+19,609.89,3.0346
0,0.65777,0,3.00E+19,609.89,3.0602
0,0.65927,0,3.00E+19,609.89,3.0859
0,0.66077,0,3.00E+19,609.89,3.1121
0,0.66227,0,3.00E+19,609.89,3.1385
0,0.66377,0,3.00E+19,609.89,3.1648
0,0.66527,0,3.00E+19,609.89,3.1912
0,0.66677,0,3.00E+19,609.89,3.2175
0,0.66827,0,3.00E+19,609.89,3.2458
0,0.66977,0,3.00E+19,609.89,3.2741
0,0.67127,0,3.00E+19,609.88,3.3025
0,0.67277,0,3.00E+19,609.88,3.3308
0,0.67427,0,3.00E+19,609.88,3.3592
0,0.67577,0,3.00E+19,609.88,3.3885
0,0.67727,0,3.00E+19,609.88,3.4178
0,0.67877,0,3.00E+19,609.88,3.4471
0,0.68027,0,3.00E+19,609.88,3.4764
0,0.68177,0,3.00E+19,609.88,3.5064
0,0.68327,0,3.00E+19,609.88,3.5377
0,0.68477,0,3.00E+19,609.88,3.5691
0,0.68627,0,3.00E+19,609.87,3.6005
0,0.68777,0,3.00E+19,609.87,3.6318
0,0.68927,0,3.00E+19,609.87,3.6638
0,0.69077,0,3.00E+19,609.87,3.6964
0,0.69227,0,3.00E+19,609.87,3.729
0,0.69377,0,3.00E+19,609.87,3.7617
0,0.69527,0,3.00E+19,609.87,3.7943
0,0.69677,0,3.00E+19,609.87,3.8281
0,0.69827,0,3.00E+19,609.87,3.8626
0,0.69977,0,3.00E+19,609.86,3.897
0,0.70127,0,3.00E+19,609.86,3.9315
0,0.70277,0,3.00E+19,609.86,3.966
0,0.70427,0,3.00E+19,609.86,4.002
0,0.70577,0,3.00E+19,609.86,4.0383
0,0.70727,0,3.00E+19,609.86,4.0747
0,0.70877,0,3.00E+19,609.86,4.111
0,0.71027,0,3.00E+19,609.86,4.1474
